Fe,Cr,Ni,Mo,Mn,Si,Cu,S,P,C,N,O,Nb,Ti,W,Co,V,Al,Zr,Ta,Ce,Re,B,MfgRoute,T[oC],t[hr],EtoJ,Rrp,Process_Original,Coolingmedium_Original,Solution_Original,Process_Clustered,Coolingmedium_Clustered,Solution_Clustered
70.417,18.4,5.01,2.78,1.56,1.6,0.08,0.01,0.027,0.03,0.086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1050,0.5,0.1581,0.04388702000000003,Solution annealing,Water Quenching,3.5 wt% NaCl,Processed/Treated,Water-based Cooling,Chloride/Saline Solution
64.1,17.9,12.36,2.47,1.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,25,0.0166,0.0608,0.0608,Asreceived/Asbuilt/Asweld/Ascast/Asmade/Asprinted,Water Quenching,0.1-M HCl,As-received/Initial,Water-based Cooling,Acidic Solution
64.1,17.9,12.36,2.47,1.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1100,3.0,0.079,0.079,Solution annealing,Water Quenching,0.1-M HCl,Processed/Treated,Water-based Cooling,Acidic Solution
67.492,22.39,5.68,3.13,1.1,0.0,0.0,0.001,0.023,0.014,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1050,1.0,0.04725,0.04725,Solution annealing,Water Quenching,3.5 wt% NaCl,Processed/Treated,Water-based Cooling,Chloride/Saline Solution
67.492,23.39,5.68,3.13,1.1,0.0,0.0,0.001,0.023,0.014,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1050,1.0,0.05775,0.05775,Solution annealing,Water Quenching,3.5 wt% NaCl,Processed/Treated,Water-based Cooling,Chloride/Saline Solution
67.492,24.39,5.68,3.13,1.1,0.0,0.0,0.001,0.023,0.014,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1050,1.0,0.07375,0.07375,Solution annealing,Water Quenching,3.5 wt% NaCl,Processed/Treated,Water-based Cooling,Chloride/Saline Solution
67.492,25.39,5.68,3.13,1.1,0.0,0.0,0.001,0.023,0.014,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1050,1.0,0.0585,0.0585,Solution annealing,Water Quenching,3.5 wt% NaCl,Processed/Treated,Water-based Cooling,Chloride/Saline Solution
67.492,26.39,5.68,3.13,1.1,0.0,0.0,0.001,0.023,0.014,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1050,1.0,0.059875,0.059875,Solution annealing,Water Quenching,3.5 wt% NaCl,Processed/Treated,Water-based Cooling,Chloride/Saline Solution
98.7,0.095,0.044,0.02,0.54,0.199,0.059,0.037,0.027,0.247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,750,2.0,0.1689,0.03345638000000001,Solution annealing,Air Cooling,H2SO4,Processed/Treated,Air/Furnace Cooling,Acidic Solution
98.7,0.095,0.044,0.02,0.54,0.199,0.059,0.037,0.027,0.247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,750,2.0,0.125,0.075855,Solution annealing,Air Cooling,H2SO4,Processed/Treated,Air/Furnace Cooling,Acidic Solution
98.7,0.095,0.044,0.02,0.54,0.199,0.059,0.037,0.027,0.247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,750,2.0,0.1678,0.03451876000000001,Solution annealing,Air Cooling,H2SO4,Processed/Treated,Air/Furnace Cooling,Acidic Solution
98.7,0.095,0.044,0.02,0.54,0.199,0.059,0.037,0.027,0.247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,750,2.0,0.1743,0.028241059999999985,Solution annealing,Air Cooling,H2SO4,Processed/Treated,Air/Furnace Cooling,Acidic Solution
98.7,0.095,0.044,0.02,0.54,0.199,0.059,0.037,0.027,0.247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,750,2.0,0.1885,0.014526700000000003,Solution annealing,Air Cooling,H2SO4,Processed/Treated,Air/Furnace Cooling,Acidic Solution
97.678,0.06,0.15,0.18,1.29,0.002,0.13,0.002,0.009,0.09,0.006,0.0,0.03,0.001,0.0,0.0,0.05,0.034,0.0,0.0,0.0,0.0,0.0,1,25,0.0833,0.0727,0.0727,Cooling,Air Cooling,3.5 wt% NaCl,Processed/Treated,Air/Furnace Cooling,Chloride/Saline Solution
97.678,0.06,0.15,0.18,1.29,0.002,0.13,0.002,0.009,0.09,0.006,0.0,0.03,0.001,0.0,0.0,0.05,0.034,0.0,0.0,0.0,0.0,0.0,1,25,0.0833,0.07625,0.07625,Cooling,Oil Quenching,3.5 wt% NaCl,Processed/Treated,Oil-based Cooling,Chloride/Saline Solution
97.678,0.06,0.15,0.18,1.29,0.002,0.13,0.002,0.009,0.09,0.006,0.0,0.03,0.001,0.0,0.0,0.05,0.034,0.0,0.0,0.0,0.0,0.0,1,25,0.0833,0.08597,0.08597,Cooling,Water Quenching,3.5 wt% NaCl,Processed/Treated,Water-based Cooling,Chloride/Saline Solution
1.0,16.0,55.48,4.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.7,3.7,4.0,13.0,0.0,2.1,0.0,0.0,0.0,0.0,0.0,1,700,1.0,0.074146,0.074146,Solution annealing,Deionized Water,NaCl-68.6 wt. % Na2SO4,Processed/Treated,Water-based Cooling,Other/Mixed/Sulfate
97.997,0.0,0.0,0.0,1.25,0.45,0.0,0.022,0.03,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,1,900,0.0166,0.1027,0.09739234000000001,Asreceived/Asbuilt/Asweld/Ascast/Asmade/Asprinted,Oil cooling,3.5 wt% NaCl,As-received/Initial,Oil-based Cooling,Chloride/Saline Solution
97.997,0.0,0.0,0.0,1.25,0.45,0.0,0.022,0.03,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,1,735,1.0,0.1504,0.05132368000000001,Solution annealing,Oil cooling,3.5 wt% NaCl,Processed/Treated,Oil-based Cooling,Chloride/Saline Solution
97.997,0.0,0.0,0.0,1.25,0.45,0.0,0.022,0.03,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,1,775,1.0,0.1503,0.05142026000000002,Solution annealing,Oil cooling,3.5 wt% NaCl,Processed/Treated,Oil-based Cooling,Chloride/Saline Solution
97.997,0.0,0.0,0.0,1.25,0.45,0.0,0.022,0.03,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,1,735,1.0,0.1663,0.03596746000000001,Solution annealing,Oil cooling,3.5 wt% NaCl,Processed/Treated,Oil-based Cooling,Chloride/Saline Solution
97.997,0.0,0.0,0.0,1.25,0.45,0.0,0.022,0.03,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,1,775,1.0,0.16788,0.034441496000000016,Solution annealing,Oil cooling,3.5 wt% NaCl,Processed/Treated,Oil-based Cooling,Chloride/Saline Solution
97.997,0.0,0.0,0.0,1.25,0.45,0.0,0.022,0.03,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,1,775,1.0,0.15404,0.047808167999999984,Solution annealing,Oil cooling,3.5 wt% NaCl,Processed/Treated,Oil-based Cooling,Chloride/Saline Solution
63.493,25.32,6.7,4.15,0.0,0.015,0.0,0.0,0.032,0.03,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1100,2.0,0.03939,0.03939,Cooling,Water Quenching,3.5 wt% NaCl,Processed/Treated,Water-based Cooling,Chloride/Saline Solution
63.493,25.32,6.7,4.15,0.0,0.015,0.0,0.0,0.032,0.03,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1080,2.0,0.04402,0.04402,Cooling,Water Quenching,3.5 wt% NaCl,Processed/Treated,Water-based Cooling,Chloride/Saline Solution
63.493,25.32,6.7,4.15,0.0,0.015,0.0,0.0,0.032,0.03,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1060,2.0,0.036,0.036,Cooling,Water Quenching,3.5 wt% NaCl,Processed/Treated,Water-based Cooling,Chloride/Saline Solution
63.493,25.32,6.7,4.15,0.0,0.015,0.0,0.0,0.032,0.03,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1040,2.0,0.0466,0.0466,Cooling,Water Quenching,3.5 wt% NaCl,Processed/Treated,Water-based Cooling,Chloride/Saline Solution
63.493,25.32,6.7,4.15,0.0,0.015,0.0,0.0,0.032,0.03,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1000,2.0,0.03987,0.03987,Cooling,Water Quenching,3.5 wt% NaCl,Processed/Treated,Water-based Cooling,Chloride/Saline Solution
63.493,25.32,6.7,4.15,0.0,0.015,0.0,0.0,0.032,0.03,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,950,2.0,0.03179,0.03179,Cooling,Water Quenching,3.5 wt% NaCl,Processed/Treated,Water-based Cooling,Chloride/Saline Solution
97.7,0.0,0.0,0.0,1.12,0.24,0.0,0.021,0.026,0.7,0.0,0.0,0.013,0.0,0.0,0.0,0.0,0.0,0.0,0.0725,0.0,0.0,0.0,1,950,0.2,0.086,0.086,Solution annealing,Water Quenching,3.5 wt% NaCl,Processed/Treated,Water-based Cooling,Chloride/Saline Solution
97.7,0.0,0.0,0.0,1.12,0.24,0.0,0.021,0.026,0.7,0.0,0.0,0.013,0.0,0.0,0.0,0.0,0.0,0.0,0.0725,0.0,0.0,0.0,1,650,3.0,0.103,0.09710260000000001,Solution annealing,Air Cooling,3.5 wt% NaCl,Processed/Treated,Air/Furnace Cooling,Chloride/Saline Solution
97.7,0.0,0.0,0.0,1.12,0.24,0.0,0.021,0.026,0.7,0.0,0.0,0.013,0.0,0.0,0.0,0.0,0.0,0.0,0.0725,0.0,0.0,0.0,1,400,22.0,0.92,0.0578769232,Tempering,Oil Quenching,3.5 wt% NaCl,Processed/Treated,Oil-based Cooling,Chloride/Saline Solution
97.7,0.0,0.0,0.0,1.12,0.24,0.0,0.021,0.026,0.7,0.0,0.0,0.013,0.0,0.0,0.0,0.0,0.0,0.0,0.0725,0.0,0.0,0.0,1,950,0.2,0.87,0.0565500002,Solution annealing,Oil Quenching,3.5 wt% NaCl,Processed/Treated,Oil-based Cooling,Chloride/Saline Solution
97.7,0.0,0.0,0.0,1.12,0.24,0.0,0.021,0.026,0.7,0.0,0.0,0.013,0.0,0.0,0.0,0.0,0.0,0.0,0.0725,0.0,0.0,0.0,1,25,0.0166,0.944,0.05851384624,Asreceived/Asbuilt/Asweld/Ascast/Asmade/Asprinted,Oil Quenching,3.5 wt% NaCl,As-received/Initial,Oil-based Cooling,Chloride/Saline Solution
67.343,24.1,3.39,1.54,3.01,0.37,0.0,0.004,0.012,0.001,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,700,0.0,0.01583,0.01583,Solution aging,Water Quenching,1 M NaCl=1mol/L NaCl,Processed/Treated,Water-based Cooling,Chloride/Saline Solution
67.343,24.1,3.39,1.54,3.01,0.37,0.0,0.004,0.012,0.001,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,700,0.1,0.0229,0.0229,Solution aging,Water Quenching,1 M NaCl=1mol/L NaCl,Processed/Treated,Water-based Cooling,Chloride/Saline Solution
67.343,24.1,3.39,1.54,3.01,0.37,0.0,0.004,0.012,0.001,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,700,0.5,0.02235,0.02235,Solution aging,Water Quenching,1 M NaCl=1mol/L NaCl,Processed/Treated,Water-based Cooling,Chloride/Saline Solution
67.343,24.1,3.39,1.54,3.01,0.37,0.0,0.004,0.012,0.001,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,700,1.0,0.02484,0.02484,Solution aging,Water Quenching,1 M NaCl=1mol/L NaCl,Processed/Treated,Water-based Cooling,Chloride/Saline Solution
67.343,24.1,3.39,1.54,3.01,0.37,0.0,0.004,0.012,0.001,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,700,4.0,0.02674,0.02674,Solution aging,Water Quenching,1 M NaCl=1mol/L NaCl,Processed/Treated,Water-based Cooling,Chloride/Saline Solution
67.343,24.1,3.39,1.54,3.01,0.37,0.0,0.004,0.012,0.001,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,700,8.0,0.0352,0.0352,Solution aging,Water Quenching,1 M NaCl=1mol/L NaCl,Processed/Treated,Water-based Cooling,Chloride/Saline Solution
67.343,24.1,3.39,1.54,3.01,0.37,0.0,0.004,0.012,0.001,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,700,16.0,0.039625,0.039625,Solution aging,Water Quenching,1 M NaCl=1mol/L NaCl,Processed/Treated,Water-based Cooling,Chloride/Saline Solution
67.343,24.1,3.39,1.54,3.01,0.37,0.0,0.004,0.012,0.001,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,700,48.0,0.042516,0.042516,Solution aging,Water Quenching,1 M NaCl=1mol/L NaCl,Processed/Treated,Water-based Cooling,Chloride/Saline Solution
67.343,24.1,3.39,1.54,3.01,0.37,0.0,0.004,0.012,0.001,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,700,100.0,0.04204,0.04204,Solution aging,Water Quenching,1 M NaCl=1mol/L NaCl,Processed/Treated,Water-based Cooling,Chloride/Saline Solution
68.927,23.55,4.88,0.38,1.34,0.41,0.25,0.012,0.021,0.03,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,1,25,0.0166,0.1333333333,0.06780666669886001,Asreceived/Asbuilt/Asweld/Ascast/Asmade/Asprinted,Air Cooling,1 M NaCl=1mol/L NaCl,As-received/Initial,Air/Furnace Cooling,Chloride/Saline Solution
68.927,23.55,4.88,0.38,1.34,0.41,0.25,0.012,0.021,0.03,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,1,750,0.0833,0.1257861635,0.07509572329170001,Solution aging,Air Cooling,1 M NaCl=1mol/L NaCl,Processed/Treated,Air/Furnace Cooling,Chloride/Saline Solution
68.927,23.55,4.88,0.38,1.34,0.41,0.25,0.012,0.021,0.03,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,1,750,0.166,0.09389312977,0.09389312977,Solution aging,Air Cooling,1 M NaCl=1mol/L NaCl,Processed/Treated,Air/Furnace Cooling,Chloride/Saline Solution
68.927,23.55,4.88,0.38,1.34,0.41,0.25,0.012,0.021,0.03,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,1,750,1.0,0.04941176471,0.04941176471,Solution aging,Air Cooling,1 M NaCl=1mol/L NaCl,Processed/Treated,Air/Furnace Cooling,Chloride/Saline Solution
54.07,20.37,18.14,6.1,0.65,0.343,0.0024,0.0,0.0,0.005,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1200,2.0,0.03448275862,0.03448275862,Solution annealing,water cooling,3.5 wt% NaCl,Processed/Treated,Water-based Cooling,Chloride/Saline Solution
53.61,20.25,18.23,6.11,0.66,0.342,0.4534,0.0,0.0,0.0056,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1200,2.0,0.03157232704,0.03157232704,Solution annealing,water cooling,3.5 wt% NaCl,Processed/Treated,Water-based Cooling,Chloride/Saline Solution
53.06,20.27,18.21,6.15,0.66,0.341,0.937,0.0,0.0,0.0052,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1200,2.0,0.03077889447,0.03077889447,Solution annealing,water cooling,3.5 wt% NaCl,Processed/Treated,Water-based Cooling,Chloride/Saline Solution
52.38,20.37,18.31,6.14,0.66,0.336,1.45,0.0,0.0,0.005,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1200,2.0,0.03315579228,0.03315579228,Solution annealing,water cooling,3.5 wt% NaCl,Processed/Treated,Water-based Cooling,Chloride/Saline Solution
52.38,20.02,18.21,6.11,0.66,0.339,1.91,0.0,0.0,0.0059,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1200,2.0,0.03128205128,0.03128205128,Solution annealing,water cooling,3.5 wt% NaCl,Processed/Treated,Water-based Cooling,Chloride/Saline Solution
